id,separation_type,cease_date,dete_start_date,position,region,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,maternity/family,relocation,study/travel,ill_health,traumatic_incident,none_of_the_above,gender,age,aboriginal,south_sea,disability,nesb,institute_service,dissatisfaction,institute
381,Retirement,2013,1978.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
382,Resignation,2013,2008.0,Teacher,Not Stated,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
383,Retirement,2012,2003.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,56-60,False,False,False,False,Established,True,DETE
384,Resignation,2012,1994.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,56-60,False,False,False,False,Veteran,False,DETE
385,Contract Expired,2013,2012.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,New,True,DETE
386,Retirement,2013,1986.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
387,Retirement,2013,1976.0,Guidance Officer,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,Veteran,False,DETE
388,Retirement,2013,1978.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
389,Resignation,2013,2007.0,Teacher,Not Stated,Permanent Full-time,True,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Experienced,False,DETE
390,Resignation,2013,1985.0,Teacher,Central Queensland,Permanent Full-time,True,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
391,Resignation,2013,2000.0,Teacher,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,False,DETE
392,Resignation,2012,2007.0,Teacher,Darling Downs South West,Permanent Full-time,False,True,True,False,False,False,False,False,False,Female,31-35,False,False,False,False,Experienced,True,DETE
393,Retirement,2013,1973.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
394,Other,2012,2008.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,True,False,Male,46-50,False,False,False,False,Experienced,False,DETE
395,Retirement,2013,1980.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
396,Retirement,2013,1989.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
397,Retirement,2013,1979.0,Teacher,Far North Queensland,Permanent Part-time,False,False,False,False,False,True,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
398,Retirement,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
399,Resignation,2012,1993.0,Guidance Officer,Darling Downs South West,Permanent Part-time,False,False,False,True,True,False,False,False,False,Female,41-45,False,False,False,False,Veteran,True,DETE
401,Retirement,2013,1971.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
402,Retirement,2013,1998.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
403,Retirement,2013,1976.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
404,Termination,2013,2008.0,Cleaner,North Coast,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,46-50,False,False,False,False,Experienced,False,DETE
405,Retirement,2013,1999.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
407,Resignation,2013,1991.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,Veteran,True,DETE
408,Resignation,2013,2011.0,Technical Officer,Central Queensland,Temporary Part-time,False,False,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,New,False,DETE
409,Resignation,2012,2006.0,Teacher,Not Stated,Permanent Full-time,False,True,True,True,True,False,False,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
411,Resignation,2013,2008.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,Experienced,False,DETE
413,Resignation,2013,2008.0,Cleaner,Not Stated,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,41-45,False,False,False,False,Experienced,False,DETE
414,Retirement,2012,1988.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,True,Veteran,False,DETE
415,Resignation,2013,1997.0,Teacher,Darling Downs South West,Permanent Full-time,True,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,False,DETE
416,Resignation,2013,2011.0,Teacher,Central Queensland,Permanent Full-time,True,False,True,False,False,False,False,False,False,Male,26-30,False,False,False,False,New,False,DETE
417,Resignation,2012,1963.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
418,Resignation,2013,2008.0,Teacher Aide,South East,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Experienced,True,DETE
420,Resignation,2013,2012.0,Teacher Aide,North Queensland,Temporary Part-time,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,True,False,New,True,DETE
421,Retirement,2013,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,True,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
422,Retirement,2013,1972.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
423,Retirement,2013,2005.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Established,False,DETE
424,Resignation,2013,2008.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,False,Male,31-35,False,False,False,False,Experienced,False,DETE
425,Other,2013,2000.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
426,Other,2013,2009.0,Teacher Aide,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,26-30,False,False,False,False,Experienced,True,DETE
427,Other,2013,2010.0,Teacher Aide,Darling Downs South West,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,Experienced,False,DETE
428,Retirement,2013,1993.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
429,Retirement,2013,1984.0,Cleaner,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,True,Veteran,True,DETE
430,Retirement,2013,1976.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
431,Other,2012,2003.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Established,True,DETE
432,Retirement,2013,2002.0,Cleaner,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
433,Resignation,2013,2008.0,Technical Officer,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
434,Resignation,2013,1993.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
435,Resignation,2013,2006.0,Head of Curriculum/Head of Special Education,Central Queensland,Permanent Full-time,False,True,False,False,True,False,False,False,False,Female,26-30,False,False,False,False,Established,True,DETE
436,Retirement,2013,2003.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Established,False,DETE
437,Retirement,2013,1986.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,True,False,Veteran,False,DETE
438,Resignation,2013,2002.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,True,True,False,False,Female,31-35,False,False,True,False,Veteran,True,DETE
440,Resignation,2012,1992.0,Teacher Aide,South East,Permanent Full-time,False,False,False,False,False,False,False,True,False,Female,56-60,False,False,False,False,Veteran,True,DETE
441,Retirement,2012,1993.0,Guidance Officer,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,True,Veteran,True,DETE
442,Resignation,2013,2010.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,31-35,False,False,False,False,Experienced,False,DETE
444,Retirement,2013,1977.0,Deputy Principal,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
445,Retirement,2013,1986.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
446,Retirement,2012,1999.0,Teacher Aide,North Coast,Permanent Part-time,False,False,True,False,False,False,False,True,False,Male,61 or older,False,False,True,False,Veteran,True,DETE
447,Retirement,2013,1987.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
448,Termination,2012,2010.0,Public Servant,Central Office,Temporary Full-time,False,True,False,False,False,False,False,False,False,Male,31-35,True,False,False,False,New,True,DETE
449,Retirement,2013,2003.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Established,False,DETE
451,Retirement,2013,1970.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
452,Resignation,2013,2009.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,True,False,False,False,False,Female,21-25,False,False,False,False,Experienced,False,DETE
453,Resignation,2013,1991.0,Head of Curriculum/Head of Special Education,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,41-45,False,False,False,False,Veteran,False,DETE
455,Resignation,2013,2013.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,56-60,False,False,False,False,New,True,DETE
456,Other,2013,2009.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,26-30,False,False,False,False,Experienced,True,DETE
457,Resignation,2013,2013.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,New,True,DETE
458,Retirement,2013,1974.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
459,Retirement,2013,1972.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
460,Resignation,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,True,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,New,False,DETE
461,Termination,2013,2009.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Experienced,False,DETE
462,Resignation,2013,2010.0,Teacher Aide,Not Stated,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Experienced,False,DETE
463,Retirement,2013,1981.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
464,Retirement,2013,1991.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,41-45,False,False,True,False,Veteran,True,DETE
465,Resignation,2013,2002.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,Veteran,True,DETE
466,Retirement,2013,1991.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
467,Resignation,2013,2000.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,True,DETE
469,Retirement,2013,1999.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
470,Other,2013,2010.0,Teacher,Darling Downs South West,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,Experienced,True,DETE
471,Resignation,2013,1990.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,True,True,False,Female,46-50,False,False,True,False,Veteran,True,DETE
473,Retirement,2013,1970.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
474,Resignation,2013,1997.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
475,Retirement,2013,2002.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
476,Retirement,2013,2005.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Established,False,DETE
477,Resignation,2013,2008.0,Teacher,Metropolitan,Casual,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,True,Experienced,True,DETE
478,Resignation,2013,2004.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,46-50,False,False,False,False,Established,False,DETE
479,Resignation,2013,2000.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
480,Resignation,2013,2013.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,26-30,True,False,False,False,New,True,DETE
481,Retirement,2013,1976.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
482,Resignation,2012,1990.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,Veteran,True,DETE
483,Retirement,2013,1999.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
484,Retirement,2013,1975.0,Head of Curriculum/Head of Special Education,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,True,DETE
485,Retirement,2013,1988.0,Guidance Officer,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
486,Resignation,2012,2005.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,Established,False,DETE
487,Resignation,2013,1993.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,True,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,False,DETE
488,Retirement,2012,1993.0,Teacher Aide,North Coast,Permanent Part-time,False,False,True,False,False,False,True,True,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
489,Retirement,2013,1987.0,Guidance Officer,Metropolitan,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
491,Retirement,2013,1970.0,Head of Curriculum/Head of Special Education,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
492,Retirement,2013,1989.0,Professional Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
493,Resignation,2013,1974.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
494,Other,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
495,Resignation,2012,1988.0,Cleaner,Central Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
496,Resignation,2013,2012.0,Cleaner,Central Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,46-50,False,False,True,False,New,False,DETE
497,Retirement,2013,2011.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,New,True,DETE
498,Resignation,2013,2009.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,False,Male,36-40,False,False,False,False,Experienced,True,DETE
499,Retirement,2013,1995.0,Public Servant,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,51-55,False,False,False,False,Veteran,True,DETE
500,Resignation,2013,2013.0,Public Servant,Central Office,Temporary Full-time,False,False,False,True,True,False,False,False,False,Female,26-30,False,False,False,False,New,False,DETE
501,Resignation,2013,2002.0,Teacher,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,Veteran,False,DETE
502,Retirement,2013,1971.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
503,Retirement,2013,1977.0,School Principal,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,Veteran,False,DETE
504,Resignation,2013,1972.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
505,Resignation,2013,2008.0,Teacher,South East,Permanent Full-time,False,True,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,Experienced,False,DETE
506,Resignation,2013,1989.0,Teacher,Not Stated,Permanent Full-time,False,False,False,True,False,False,False,False,False,Female,46-50,False,False,False,False,Veteran,True,DETE
507,Resignation,2013,2009.0,Public Servant,North Coast,Permanent Full-time,True,False,False,False,False,False,True,False,False,Female,21-25,False,False,False,False,Experienced,True,DETE
508,Retirement,2013,1992.0,Public Servant,Not Stated,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,Veteran,False,DETE
510,Retirement,2013,1995.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,Veteran,False,DETE
511,Other,2013,2013.0,Other,South East,Permanent Part-time,False,False,False,False,True,False,False,False,False,Male,36-40,False,False,False,False,New,False,DETE
512,Retirement,2013,1970.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Veteran,False,DETE
513,Retirement,2014,1977.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
514,Retirement,2013,1965.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
515,Retirement,2013,2004.0,Schools Officer,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,Established,False,DETE
516,Retirement,2013,1989.0,Business Service Manager,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
517,Retirement,2012,1963.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
518,Resignation,2010,2007.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,31-35,False,False,False,False,Experienced,False,DETE
519,Retirement,2012,1977.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
520,Retirement,2013,1970.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
521,Retirement,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,True,False,Veteran,False,DETE
522,Retirement,2013,1971.0,Head of Curriculum/Head of Special Education,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,Veteran,False,DETE
523,Retirement,2013,1999.0,Schools Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
524,Retirement,2013,1974.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,False,DETE
525,Retirement,2012,1985.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
526,Retirement,2013,1992.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
527,Retirement,2013,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
528,Retirement,2012,1986.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,True,True,True,True,Veteran,True,DETE
529,Retirement,2012,1969.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,Veteran,True,DETE
531,Retirement,2013,1975.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
533,Retirement,2013,1990.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
534,Resignation,2013,1999.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,Male,36-40,True,True,False,False,Veteran,False,DETE
535,Resignation,2012,2008.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,True,True,Experienced,False,DETE
536,Retirement,2013,1974.0,Teacher,North Coast,Permanent Full-time,False,False,False,True,False,False,False,True,False,Female,56-60,False,False,False,False,Veteran,True,DETE
537,Resignation,2013,2007.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,Experienced,True,DETE
538,Retirement,2013,1995.0,Teacher Aide,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
540,Resignation,2013,2007.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,True,False,False,False,False,Female,51-55,False,False,False,False,Experienced,False,DETE
541,Retirement,2013,1998.0,Teacher Aide,Central Office,Permanent Part-time,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,True,False,Veteran,False,DETE
542,Resignation,2013,1996.0,Public Servant,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,True,DETE
543,Retirement,2013,2006.0,Cleaner,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Established,False,DETE
544,Resignation,2013,2011.0,Professional Officer,South East,Permanent Full-time,True,False,False,True,False,False,False,False,False,Female,21-25,False,False,False,False,New,False,DETE
545,Retirement,2013,1991.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,Veteran,False,DETE
546,Retirement,2013,1975.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
547,Other,2013,2009.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,True,False,False,True,False,False,Male,61 or older,False,False,False,False,Experienced,False,DETE
548,Resignation,2013,2010.0,Teacher Aide,Metropolitan,Permanent Full-time,True,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Experienced,True,DETE
549,Retirement,2013,1974.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,True,DETE
550,Retirement,2013,1979.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Male,51-55,False,False,False,False,Veteran,False,DETE
551,Resignation,2013,2000.0,Teacher,South East,Permanent Full-time,False,False,False,True,False,False,False,False,False,Male,36-40,False,False,False,False,Veteran,False,DETE
552,Resignation,2013,2011.0,Schools Officer,Central Office,Permanent Full-time,False,False,False,False,True,False,False,False,False,Male,41-45,False,False,False,False,New,False,DETE
553,Resignation,2013,2005.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,Established,True,DETE
554,Retirement,2013,1968.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
556,Retirement,2013,1975.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,Veteran,False,DETE
557,Retirement,2013,1978.0,Head of Curriculum/Head of Special Education,Central Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,Veteran,True,DETE
558,Resignation,2013,2011.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,New,True,DETE
559,Retirement,2013,2006.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,Established,True,DETE
560,Retirement,2013,2001.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,True,False,False,False,False,False,False,Female,61 or older,False,False,False,False,Veteran,False,DETE
561,Retirement,2013,1989.0,Public Servant,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,Veteran,False,DETE
562,Retirement,2013,1979.0,Head of Curriculum/Head of Special Education,North Coast,Permanent Full-time,False,False,True,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
563,Resignation,2013,2012.0,Cleaner,Central Office,Permanent Part-time,False,True,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,New,False,DETE
564,Resignation,2013,1990.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,Veteran,True,DETE
565,Retirement,2013,1981.0,Teacher,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
566,Retirement,2013,1978.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,Veteran,True,DETE
567,Retirement,2013,1980.0,Head of Curriculum/Head of Special Education,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,Male,56-60,False,False,False,False,Veteran,True,DETE
568,Retirement,2013,2011.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,New,False,DETE
