age,career_move_to_private_sector,career_move_to_public_sector,cease_date,dissatisfaction,employment_status,gender,id,ill_health,institute,institute_service,maternity/family,none_of_the_above,position,separation_type,study/travel
46-50,False,False,2013,True,Permanent Full-time,Female,537.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Female,538.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Female,540.0,False,DETE,Experienced,False,False,Public Servant,Resignation,False
46-50,False,False,2013,False,Permanent Part-time,Female,541.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
41-45,False,False,2013,True,Permanent Part-time,Female,542.0,False,DETE,Veteran,False,False,Public Servant,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,543.0,False,DETE,Established,False,True,Cleaner,Retirement,False
21-25,False,True,2013,False,Permanent Full-time,Female,544.0,False,DETE,New,True,False,Professional Officer,Resignation,False
51-55,False,False,2013,False,Permanent Part-time,Female,545.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,546.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Male,547.0,True,DETE,Experienced,True,False,Cleaner,Other,False
41-45,False,True,2013,True,Permanent Full-time,Female,548.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,True,Permanent Part-time,Female,549.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Male,550.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
36-40,False,False,2013,False,Permanent Full-time,Male,551.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
41-45,False,False,2013,False,Permanent Full-time,Male,552.0,False,DETE,New,False,False,Schools Officer,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Female,553.0,False,DETE,Established,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Female,554.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,556.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,557.0,True,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
21-25,False,False,2013,True,Permanent Full-time,Female,558.0,False,DETE,New,False,False,Teacher,Resignation,False
61 or older,False,False,2013,True,Permanent Part-time,Male,559.0,False,DETE,Established,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,560.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,561.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,562.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
41-45,True,False,2013,False,Permanent Part-time,Female,563.0,False,DETE,New,False,False,Cleaner,Resignation,False
41-45,False,False,2013,True,Permanent Full-time,Female,564.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
51-55,False,False,2013,True,Permanent Part-time,Female,565.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Female,566.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,567.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Male,568.0,True,DETE,New,False,False,Teacher,Retirement,False
46-50,True,False,2013,True,Permanent Part-time,Female,569.0,False,DETE,Veteran,True,False,Teacher Aide,Resignation,False
31-35,False,False,2013,True,Permanent Full-time,Male,570.0,False,DETE,Experienced,False,False,Schools Officer,Resignation,False
41-45,False,False,2013,True,Permanent Part-time,Female,571.0,False,DETE,Established,False,False,Teacher Aide,Other,False
41-45,False,True,2013,False,Permanent Full-time,Female,572.0,False,DETE,Veteran,False,False,Business Service Manager,Resignation,False
41-45,False,False,2013,True,Permanent Part-time,Female,574.0,True,DETE,Experienced,False,False,Cleaner,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Female,575.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
31-35,False,False,2013,True,Permanent Full-time,Female,576.0,False,DETE,Established,True,False,Public Servant,Resignation,False
26-30,True,False,2013,True,Permanent Part-time,Female,577.0,False,DETE,Established,True,False,Teacher Aide,Resignation,False
36-40,False,False,2013,False,Permanent Full-time,Female,578.0,False,DETE,Veteran,False,True,Teacher,Resignation,False
61 or older,False,False,2013,True,Permanent Part-time,Male,579.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Male,580.0,True,DETE,Veteran,False,False,Schools Officer,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,581.0,False,DETE,Veteran,False,True,Schools Officer,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,582.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,583.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,584.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
51-55,False,False,2013,False,Permanent Part-time,Female,585.0,False,DETE,Experienced,True,False,School Administrative Staff,Resignation,False
21-25,False,False,2013,False,Temporary Full-time,Female,586.0,False,DETE,New,False,False,Teacher Aide,Resignation,True
51-55,False,False,2010,False,Permanent Part-time,Female,587.0,False,DETE,Veteran,False,False,Teacher,Resignation,True
61 or older,False,False,2013,True,Permanent Part-time,Female,588.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
31-35,False,False,2013,True,Temporary Part-time,Male,589.0,False,DETE,New,False,False,Other,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Male,590.0,False,DETE,Veteran,False,False,Other,Resignation,False
31-35,False,False,2014,True,Permanent Full-time,Female,591.0,False,DETE,Established,False,False,Public Servant,Resignation,False
51-55,False,False,2013,True,Permanent Part-time,Female,592.0,True,DETE,Veteran,False,False,Cleaner,Retirement,False
56-60,False,False,2013,False,Permanent Part-time,Female,593.0,False,DETE,Veteran,False,True,Cleaner,Resignation,False
36-40,False,False,2013,True,Permanent Full-time,Female,594.0,True,DETE,Established,True,False,Teacher,Resignation,True
56-60,False,False,2013,True,Permanent Full-time,Female,596.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,597.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,598.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,599.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,600.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,601.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
26-30,False,False,2013,True,Permanent Full-time,Female,602.0,False,DETE,Experienced,False,False,Public Servant,Resignation,True
61 or older,False,False,2013,False,Permanent Part-time,Female,603.0,False,DETE,Experienced,False,True,Cleaner,Retirement,False
36-40,False,False,2013,False,Temporary Full-time,Female,604.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
61 or older,False,False,2013,False,Permanent Part-time,Female,605.0,True,DETE,Veteran,False,False,Schools Officer,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,606.0,False,DETE,Veteran,False,True,School Administrative Staff,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,607.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
31-35,False,False,2013,True,Permanent Part-time,Female,608.0,False,DETE,Established,False,False,Teacher,Resignation,False
31-35,False,False,2013,True,Permanent Full-time,Female,609.0,False,DETE,Established,False,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Temporary Part-time,Male,610.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,611.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Male,612.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,False,Permanent Part-time,Female,613.0,True,DETE,Veteran,False,False,Teacher,Resignation,False
26-30,False,False,2013,False,Permanent Part-time,Female,614.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
56-60,False,False,2013,False,Permanent Full-time,Female,615.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Male,616.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,617.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2013,True,Permanent Part-time,Female,618.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2013,False,Permanent Full-time,Female,619.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
36-40,True,False,2013,False,Permanent Part-time,Female,620.0,False,DETE,Established,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Female,621.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
51-55,False,False,2013,True,Permanent Part-time,Female,622.0,False,DETE,Veteran,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Male,623.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,624.0,False,DETE,Established,False,True,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,625.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
41-45,False,False,2013,True,Permanent Part-time,Female,626.0,False,DETE,New,False,False,Cleaner,Resignation,False
26-30,True,False,2013,True,Permanent Part-time,Female,627.0,False,DETE,Experienced,False,False,Public Servant,Resignation,True
61 or older,False,False,2013,False,Permanent Part-time,Female,628.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2014,False,Permanent Full-time,Male,629.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,630.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,631.0,True,DETE,Experienced,False,False,Cleaner,Retirement,True
41-45,False,False,2013,True,Permanent Part-time,Male,632.0,True,DETE,Established,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,False,Temporary Part-time,Female,633.0,False,DETE,New,False,True,Teacher Aide,Contract Expired,False
56-60,False,False,2013,False,Permanent Part-time,Female,634.0,True,DETE,Veteran,False,False,Cleaner,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,635.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Female,636.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2014,True,Permanent Part-time,Female,637.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
36-40,False,False,2013,False,Casual,Female,638.0,False,DETE,New,False,False,Teacher Aide,Resignation,True
61 or older,False,False,2014,True,Permanent Part-time,Male,639.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,640.0,False,DETE,Veteran,False,True,Deputy Principal,Retirement,False
41-45,False,False,2013,False,Permanent Part-time,Female,641.0,True,DETE,Experienced,False,False,Teacher Aide,Other,False
36-40,False,False,2013,False,Permanent Part-time,Female,642.0,False,DETE,Experienced,False,False,"School Based Professional Staff (Therapist, nurse, etc)",Resignation,False
31-35,False,False,2013,False,Permanent Part-time,Female,643.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
56-60,False,False,2013,False,Permanent Full-time,Female,644.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Female,645.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,646.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
51-55,False,False,2013,True,Permanent Full-time,Male,647.0,False,DETE,Veteran,False,False,Public Servant,Retirement,False
51-55,False,False,2013,False,Permanent Full-time,Female,648.0,True,DETE,Veteran,False,False,Technical Officer,Resignation,False
51-55,True,False,2013,True,Permanent Part-time,Female,649.0,False,DETE,Experienced,False,True,Cleaner,Other,False
51-55,True,False,2013,False,Permanent Full-time,Female,650.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,True,False,2013,True,Permanent Full-time,Female,651.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Resignation,False
51-55,False,False,2013,True,Permanent Full-time,Female,652.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Full-time,Female,653.0,False,DETE,Veteran,True,False,Head of Curriculum/Head of Special Education,Resignation,False
56-60,False,False,2013,False,Permanent Full-time,Female,654.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2014,True,Permanent Part-time,Female,655.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,656.0,True,DETE,Veteran,False,False,School Principal,Retirement,False
26-30,False,False,2013,False,Temporary Part-time,Female,657.0,False,DETE,New,True,False,Teacher Aide,Other,False
51-55,False,False,2013,True,Permanent Part-time,Female,658.0,True,DETE,Veteran,True,False,Teacher,Retirement,False
61 or older,False,False,2013,False,Temporary Full-time,Female,659.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
41-45,False,False,2013,False,Permanent Full-time,Female,660.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2014,False,Permanent Part-time,Male,662.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Female,665.0,False,DETE,Veteran,False,False,Public Servant,Retirement,True
46-50,False,True,2014,True,Permanent Full-time,Male,666.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Resignation,True
61 or older,False,False,2014,True,Permanent Full-time,Female,667.0,False,DETE,Veteran,False,False,Teacher,Retirement,True
21-25,True,False,2014,False,Temporary Full-time,Male,668.0,False,DETE,New,False,False,Public Servant,Resignation,False
41-45,False,False,2013,False,Permanent Part-time,Female,669.0,False,DETE,New,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2014,False,Permanent Full-time,Female,670.0,False,DETE,Veteran,False,True,Guidance Officer,Retirement,False
26-30,True,False,2013,True,Temporary Full-time,Female,671.0,False,DETE,New,False,False,"School Based Professional Staff (Therapist, nurse, etc)",Resignation,False
21-25,False,False,2013,False,Temporary Full-time,Female,672.0,False,DETE,New,False,False,"School Based Professional Staff (Therapist, nurse, etc)",Resignation,True
41-45,True,False,2013,False,Permanent Full-time,Female,673.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
61 or older,False,False,2014,True,Permanent Full-time,Female,674.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,False,Temporary Part-time,Female,675.0,False,DETE,New,False,True,School Administrative Staff,Contract Expired,False
51-55,False,False,2013,False,Permanent Full-time,Female,676.0,True,DETE,Veteran,False,False,Cleaner,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,677.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
26-30,True,False,2014,True,Permanent Full-time,Female,678.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
56-60,False,False,2013,False,Permanent Part-time,Female,679.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,False,False,2013,False,Casual,Female,680.0,False,DETE,New,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,681.0,False,DETE,Veteran,False,False,Cleaner,Retirement,False
21-25,False,False,2013,False,Temporary Part-time,Female,682.0,False,DETE,New,False,False,Public Servant,Contract Expired,False
51-55,False,False,2014,False,Permanent Part-time,Female,683.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
46-50,False,False,2013,False,Permanent Full-time,Female,684.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
21-25,True,False,2012,True,Permanent Full-time,Male,685.0,False,DETE,New,False,False,Teacher,Resignation,False
46-50,False,False,2013,True,Permanent Full-time,Female,686.0,False,DETE,Established,False,False,Schools Officer,Resignation,False
56-60,False,False,2014,False,Permanent Full-time,Male,687.0,False,DETE,Veteran,False,False,Public Servant,Resignation,False
46-50,False,True,2013,False,Permanent Part-time,Female,689.0,False,DETE,New,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Female,690.0,False,DETE,Veteran,False,False,Other,Retirement,False
56-60,False,False,2012,True,Permanent Part-time,Female,691.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
31-35,True,False,2014,False,Permanent Full-time,Female,692.0,False,DETE,Established,False,False,Teacher,Resignation,True
36-40,True,False,2014,False,Permanent Full-time,Female,693.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
21-25,False,False,2013,False,Permanent Part-time,Female,694.0,False,DETE,New,False,False,Teacher,Resignation,False
41-45,False,False,2014,False,Permanent Full-time,Male,695.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
46-50,False,False,2012,False,Casual,Female,696.0,False,DETE,New,True,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Male,697.0,False,DETE,New,False,False,Teacher,Retirement,False
26-30,False,False,2013,False,Permanent Full-time,Male,698.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,False
51-55,False,False,2013,True,Permanent Full-time,Female,699.0,False,DETE,Veteran,False,False,School Administrative Staff,Retirement,False
41-45,False,False,2013,True,Permanent Part-time,Female,700.0,False,DETE,Experienced,False,False,Cleaner,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Male,701.0,False,DETE,Experienced,False,False,Schools Officer,Retirement,False
21-25,False,True,2013,False,Casual,Male,702.0,False,DETE,Experienced,False,False,Other,Resignation,False
46-50,True,False,2013,False,Permanent Part-time,Female,703.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2013,False,Permanent Part-time,Female,704.0,False,DETE,Veteran,False,False,Cleaner,Other,False
51-55,False,False,2013,True,Permanent Full-time,Female,705.0,False,DETE,New,False,False,Public Servant,Resignation,False
41-45,False,False,2012,False,Permanent Full-time,Female,706.0,False,DETE,Experienced,False,False,Teacher Aide,Resignation,True
61 or older,False,False,2013,False,Permanent Part-time,Female,707.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,708.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
41-45,False,False,2013,False,Permanent Part-time,Female,709.0,True,DETE,Experienced,False,False,Other,Retirement,False
56-60,False,False,2013,False,Permanent Full-time,Female,712.0,False,DETE,Veteran,True,False,Teacher Aide,Other,True
61 or older,False,False,2014,False,Permanent Full-time,Male,713.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,False,Permanent Part-time,Female,715.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Part-time,Male,716.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,False,False,2013,False,Temporary Part-time,Female,717.0,False,DETE,Experienced,False,False,Teacher Aide,Contract Expired,False
51-55,False,False,2013,True,Permanent Part-time,Female,718.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Female,719.0,False,DETE,Veteran,False,False,Public Servant,Retirement,True
41-45,False,False,2012,False,Temporary Full-time,Male,720.0,False,DETE,New,False,False,Technical Officer,Contract Expired,False
26-30,False,False,2013,True,Casual,Male,721.0,False,DETE,New,False,False,Public Servant,Contract Expired,False
31-35,False,False,2013,False,Temporary Full-time,Male,722.0,False,DETE,New,False,False,Public Servant,Contract Expired,False
21-25,True,False,2013,True,Casual,Male,723.0,False,DETE,New,False,False,Public Servant,Contract Expired,True
51-55,False,False,2013,False,Casual,Male,724.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
31-35,False,False,2013,False,Casual,Male,725.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
46-50,False,False,2012,False,Permanent Full-time,Female,726.0,False,DETE,Veteran,False,False,Teacher,Resignation,True
26-30,False,False,2012,False,Temporary Full-time,Male,727.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
56-60,False,False,2014,True,Permanent Full-time,Male,728.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Resignation,False
51-55,False,False,2014,True,Permanent Full-time,Female,729.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2014,True,Permanent Full-time,Female,730.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2012,True,Permanent Full-time,Male,731.0,False,DETE,Veteran,False,False,Deputy Principal,Retirement,False
46-50,False,False,2013,True,Permanent Part-time,Female,732.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
56-60,False,False,2014,True,Permanent Full-time,Male,733.0,False,DETE,Veteran,False,False,Technical Officer,Resignation,False
61 or older,False,False,2014,True,Permanent Full-time,Male,734.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2012,False,Permanent Part-time,Female,735.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Female,736.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,737.0,True,DETE,Established,True,False,Cleaner,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,738.0,True,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
56-60,False,False,2013,False,Permanent Part-time,Male,739.0,True,DETE,Veteran,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,740.0,True,DETE,Veteran,False,False,Teacher Aide,Retirement,False
56-60,False,False,2012,True,Permanent Full-time,Female,741.0,False,DETE,Veteran,True,False,Teacher,Retirement,False
61 or older,False,False,2012,True,Permanent Full-time,Female,742.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2014,False,Permanent Part-time,Female,743.0,False,DETE,Veteran,False,True,Teacher,Contract Expired,False
51-55,False,False,2014,False,Permanent Full-time,Female,744.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2014,False,Permanent Full-time,Female,745.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
41-45,False,False,2013,True,Permanent Full-time,Female,746.0,False,DETE,Veteran,False,False,Public Servant,Resignation,False
56-60,False,False,2014,False,Permanent Full-time,Female,748.0,False,DETE,Veteran,True,False,Teacher,Retirement,False
41-45,False,False,2014,False,Permanent Full-time,Female,749.0,False,DETE,Experienced,True,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,750.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2014,False,Temporary Full-time,Female,752.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,True,Permanent Part-time,Male,753.0,False,DETE,Established,False,False,Cleaner,Resignation,False
46-50,False,False,2013,False,Permanent Part-time,Female,754.0,True,DETE,Veteran,False,False,Teacher Aide,Resignation,False
31-35,False,False,2013,True,Permanent Full-time,Female,755.0,True,DETE,Established,False,False,Teacher,Resignation,False
61 or older,False,False,2012,False,Permanent Full-time,Female,756.0,False,DETE,Veteran,False,True,Public Servant,Retirement,False
41-45,False,False,2013,False,Permanent Part-time,Female,757.0,False,DETE,New,False,True,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Full-time,Female,758.0,False,DETE,Veteran,False,False,Public Servant,Retirement,False
56-60,False,False,2014,True,Permanent Full-time,Male,759.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Male,760.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
51-55,False,False,2013,True,Permanent Part-time,Female,761.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2012,False,Temporary Full-time,Female,762.0,False,DETE,New,False,True,Teacher,Contract Expired,False
41-45,True,False,2006,False,Permanent Part-time,Female,764.0,False,DETE,New,False,False,Teacher,Resignation,False
56-60,False,False,2013,True,Permanent Part-time,Female,765.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
51-55,False,False,2012,True,Permanent Full-time,Female,766.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
51-55,False,False,2014,True,Permanent Full-time,Male,767.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
26-30,True,False,2014,False,Permanent Full-time,Male,768.0,False,DETE,Established,False,False,Teacher,Resignation,False
61 or older,False,False,2013,False,Permanent Part-time,Female,769.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2014,True,Permanent Full-time,Male,770.0,True,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
46-50,False,False,2013,False,Permanent Full-time,Female,771.0,True,DETE,Experienced,False,False,Teacher Aide,Resignation,False
61 or older,False,False,2012,False,Permanent Part-time,Female,772.0,False,DETE,Veteran,False,True,Cleaner,Resignation,False
36-40,True,False,2014,False,Permanent Full-time,Male,773.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Resignation,False
61 or older,False,False,2013,True,Permanent Full-time,Female,774.0,False,DETE,Veteran,False,False,Head of Curriculum/Head of Special Education,Retirement,False
61 or older,False,False,2012,False,Permanent Full-time,Male,775.0,False,DETE,Experienced,False,True,Public Servant,Retirement,False
41-45,False,False,2012,False,Permanent Part-time,Female,776.0,False,DETE,Established,False,True,Teacher Aide,Resignation,False
31-35,False,False,2012,False,Temporary Full-time,Male,778.0,False,DETE,New,False,True,Public Servant,Contract Expired,False
56-60,False,False,2012,False,Permanent Part-time,Female,779.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Female,780.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
61 or older,False,False,2013,False,Permanent Full-time,Male,781.0,False,DETE,Veteran,False,True,Schools Officer,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Male,782.0,False,DETE,Veteran,False,True,Cleaner,Retirement,False
61 or older,False,False,2013,True,Permanent Full-time,Female,783.0,False,DETE,Veteran,False,False,Business Service Manager,Retirement,False
61 or older,False,False,2013,False,Permanent Part-time,Male,784.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
61 or older,False,False,2013,False,Temporary Part-time,Female,785.0,False,DETE,New,False,True,Teacher Aide,Contract Expired,False
21-25,True,False,2013,True,Permanent Full-time,Female,786.0,False,DETE,New,False,False,Teacher,Resignation,False
61 or older,False,False,2014,False,Permanent Part-time,Female,787.0,False,DETE,Veteran,False,True,Teacher Aide,Retirement,False
41-45,True,False,2014,True,Permanent Full-time,Female,788.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
56-60,False,False,2014,True,Permanent Full-time,Female,789.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
41-45,True,False,2012,False,Permanent Full-time,Female,790.0,False,DETE,Veteran,False,False,Teacher,Resignation,False
51-55,False,False,2014,False,Permanent Part-time,Female,791.0,False,DETE,Veteran,False,True,"School Based Professional Staff (Therapist, nurse, etc)",Resignation,False
36-40,False,False,2014,True,Permanent Full-time,Male,792.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
