ID,SeparationType,Cease Date,DETE Start Date,Position,Region,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,South Sea,Disability,NESB,institute_service
310,Age Retirement,2012,1988.0,Teacher,South East,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,False,False,False,False,24.0
311,Age Retirement,2013,1972.0,Guidance Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,41.0
312,Resignation-Other employer,2013,2001.0,Teacher,North Queensland,Permanent Full-time,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,12.0
313,Resignation-Other reasons,2013,1999.0,Teacher,North Coast,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,Female,36-40,False,False,False,False,14.0
314,Age Retirement,2013,1969.0,Guidance Officer,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,44.0
315,Resignation-Other employer,2013,2001.0,Teacher,Not Stated,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,12.0
318,Resignation-Other employer,2012,1989.0,Teacher,Metropolitan,Permanent Full-time,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,False,False,False,False,23.0
319,Resignation-Other reasons,2012,2012.0,School Administrative Staff,North Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,False,False,False,False,0.0
320,Age Retirement,2013,1979.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,34.0
321,Resignation-Other reasons,2012,2011.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,26-30,False,False,False,False,1.0
322,Age Retirement,2013,1987.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,26.0
323,Resignation-Other employer,2013,2007.0,Teacher,Metropolitan,Permanent Full-time,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,26-30,False,False,False,False,6.0
324,Voluntary Early Retirement (VER),2012,2000.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,12.0
325,Resignation-Other reasons,2012,2011.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,False,False,False,False,1.0
326,Resignation-Other employer,2012,2000.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,False,False,False,False,12.0
327,Resignation-Other reasons,2012,2008.0,Cleaner,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,True,4.0
328,Age Retirement,2012,1975.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,37.0
329,Age Retirement,2013,1973.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,56-60,False,False,False,False,40.0
330,Voluntary Early Retirement (VER),2013,1971.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,42.0
331,Age Retirement,2012,1973.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,39.0
332,Age Retirement,2012,1995.0,School Principal,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,17.0
333,Resignation-Other reasons,2012,2011.0,Cleaner,Not Stated,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,21-25,False,False,False,False,1.0
334,Resignation-Other employer,2012,2012.0,School Administrative Staff,South East,Temporary Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,0.0
335,Age Retirement,2013,1979.0,Teacher,North Coast,Permanent Full-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,34.0
336,Contract Expired,2012,2012.0,Teacher,Far North Queensland,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,21-25,False,False,False,False,0.0
338,Age Retirement,2013,1988.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,False,False,False,True,25.0
339,Age Retirement,2012,1984.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,28.0
341,Resignation-Other reasons,2013,2005.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Male,26-30,False,False,False,False,8.0
342,Voluntary Early Retirement (VER),2013,1972.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,41.0
343,Age Retirement,2012,1999.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,13.0
345,Age Retirement,2013,1981.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,32.0
346,Resignation-Other employer,2012,1988.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,False,False,False,False,24.0
348,Resignation-Other employer,2012,2008.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,True,4.0
349,Resignation-Other reasons,2013,1980.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,False,False,False,False,33.0
351,Age Retirement,2013,1974.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,39.0
352,Age Retirement,2012,1986.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,26.0
354,Other,2012,2004.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,8.0
355,Resignation-Other employer,2013,2007.0,Teacher,Metropolitan,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Male,26-30,False,False,False,False,6.0
356,Resignation-Other reasons,2013,1992.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,21.0
357,Resignation-Move overseas/interstate,2013,2003.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,False,False,False,False,10.0
358,Age Retirement,2013,1978.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,35.0
359,Age Retirement,2013,1975.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,38.0
360,Age Retirement,2013,1990.0,Public Servant,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,23.0
361,Contract Expired,2012,2006.0,Teacher Aide,South East,Temporary Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,6.0
362,Age Retirement,2013,1975.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,38.0
363,Age Retirement,2013,1994.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,19.0
364,Age Retirement,2013,1984.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,29.0
367,Resignation-Move overseas/interstate,2013,2010.0,Teacher,South East,Permanent Full-time,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,False,False,False,False,3.0
368,Resignation-Move overseas/interstate,2013,2012.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Female,21-25,False,False,False,False,1.0
369,Voluntary Early Retirement (VER),2013,1994.0,Teacher Aide,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,19.0
370,Age Retirement,2013,1970.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,43.0
371,Contract Expired,2012,2012.0,Teacher,Darling Downs South West,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,0.0
372,Resignation-Other reasons,2012,2012.0,Teacher Aide,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,False,False,False,False,0.0
374,Age Retirement,2012,1988.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,24.0
375,Resignation-Other employer,2012,1992.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,20.0
376,Resignation-Other reasons,2012,1999.0,Teacher Aide,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,13.0
377,Resignation-Move overseas/interstate,2012,2007.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,5.0
378,Resignation-Other employer,2012,1990.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,22.0
379,Age Retirement,2013,1975.0,Teacher,South East,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,True,38.0
381,Age Retirement,2013,1978.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,35.0
382,Resignation-Other employer,2013,2008.0,Teacher,Not Stated,Permanent Full-time,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,5.0
383,Voluntary Early Retirement (VER),2012,2003.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,Male,56-60,False,False,False,False,9.0
384,Resignation-Move overseas/interstate,2012,1994.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,56-60,False,False,False,False,18.0
385,Contract Expired,2013,2012.0,Public Servant,Central Office,Temporary Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,False,False,False,False,1.0
386,Age Retirement,2013,1986.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,27.0
387,Ill Health Retirement,2013,1976.0,Guidance Officer,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,51-55,False,False,False,False,37.0
388,Age Retirement,2013,1978.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,35.0
389,Resignation-Move overseas/interstate,2013,2007.0,Teacher,Not Stated,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,6.0
390,Resignation-Other employer,2013,1985.0,Teacher,Central Queensland,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,28.0
391,Resignation-Other employer,2013,2000.0,Teacher,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,13.0
392,Resignation-Other employer,2012,2007.0,Teacher,Darling Downs South West,Permanent Full-time,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,5.0
393,Age Retirement,2013,1973.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,False,False,False,False,40.0
394,Other,2012,2008.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,46-50,False,False,False,False,4.0
395,Age Retirement,2013,1980.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,33.0
396,Age Retirement,2013,1989.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,24.0
397,Age Retirement,2013,1979.0,Teacher,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,51-55,False,False,False,False,34.0
398,Age Retirement,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,17.0
399,Resignation-Other reasons,2012,1993.0,Guidance Officer,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,Female,41-45,False,False,False,False,19.0
401,Age Retirement,2013,1971.0,Teacher,South East,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,42.0
402,Age Retirement,2013,1998.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,15.0
403,Voluntary Early Retirement (VER),2013,1976.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,37.0
404,Termination,2013,2008.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,False,False,False,False,5.0
405,Age Retirement,2013,1999.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,14.0
407,Resignation-Other reasons,2013,1991.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Female,56-60,False,False,False,False,22.0
408,Resignation-Move overseas/interstate,2013,2011.0,Technical Officer,Central Queensland,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,61 or older,False,False,False,False,2.0
409,Resignation-Other reasons,2012,2006.0,Teacher,Not Stated,Permanent Full-time,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,Female,26-30,False,False,False,False,6.0
411,Resignation-Other reasons,2013,2008.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,False,False,False,False,5.0
413,Resignation-Other reasons,2013,2008.0,Cleaner,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,False,False,False,False,5.0
414,Age Retirement,2012,1988.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,True,24.0
415,Resignation-Other employer,2013,1997.0,Teacher,Darling Downs South West,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,16.0
416,Resignation-Move overseas/interstate,2013,2011.0,Teacher,Central Queensland,Permanent Full-time,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,False,False,False,False,2.0
417,Resignation-Other reasons,2012,1963.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,61 or older,False,False,False,False,49.0
418,Resignation-Other reasons,2013,2008.0,Teacher Aide,South East,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,False,False,False,False,5.0
420,Resignation-Other reasons,2013,2012.0,Teacher Aide,North Queensland,Temporary Part-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,True,False,1.0
421,Age Retirement,2013,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,43.0
422,Age Retirement,2013,1972.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,41.0
423,Age Retirement,2013,2005.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,8.0
424,Resignation-Other employer,2013,2008.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,31-35,False,False,False,False,5.0
425,Other,2013,2000.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,13.0
426,Other,2013,2009.0,Teacher Aide,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,False,False,False,False,4.0
427,Other,2013,2010.0,Teacher Aide,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,False,False,False,False,3.0
428,Age Retirement,2013,1993.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,20.0
429,Ill Health Retirement,2013,1984.0,Cleaner,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,False,False,False,True,29.0
430,Ill Health Retirement,2013,1976.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,37.0
431,Other,2012,2003.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,9.0
432,Age Retirement,2013,2002.0,Cleaner,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,11.0
433,Resignation-Move overseas/interstate,2013,2008.0,Technical Officer,Central Office,Permanent Full-time,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,Female,26-30,False,False,False,False,5.0
434,Resignation-Other reasons,2013,1993.0,Teacher,North Queensland,Permanent Part-time,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,46-50,False,False,False,False,20.0
435,Resignation-Other reasons,2013,2006.0,Head of Curriculum/Head of Special Education,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,26-30,False,False,False,False,7.0
436,Age Retirement,2013,2003.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,10.0
437,Ill Health Retirement,2013,1986.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,True,False,27.0
438,Resignation-Other reasons,2013,2002.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Female,31-35,False,False,True,False,11.0
440,Resignation-Other reasons,2012,1992.0,Teacher Aide,South East,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,False,False,False,False,20.0
441,Age Retirement,2012,1993.0,Guidance Officer,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,True,19.0
442,Resignation-Other reasons,2013,2010.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,31-35,False,False,False,False,3.0
444,Age Retirement,2013,1977.0,Deputy Principal,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,36.0
445,Age Retirement,2013,1986.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,27.0
446,Ill Health Retirement,2012,1999.0,Teacher Aide,North Coast,Permanent Part-time,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,Male,61 or older,False,False,True,False,13.0
447,Age Retirement,2013,1987.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,26.0
448,Termination,2012,2010.0,Public Servant,Central Office,Temporary Full-time,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,True,False,False,False,2.0
449,Ill Health Retirement,2013,2003.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,10.0
451,Age Retirement,2013,1970.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,43.0
452,Resignation-Other reasons,2013,2009.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,False,False,False,False,4.0
453,Resignation-Move overseas/interstate,2013,1991.0,Head of Curriculum/Head of Special Education,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,False,False,False,False,22.0
455,Resignation-Move overseas/interstate,2013,2013.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,56-60,False,False,False,False,0.0
456,Other,2013,2009.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,26-30,False,False,False,False,4.0
457,Resignation-Other reasons,2013,2013.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,False,False,False,False,0.0
458,Voluntary Early Retirement (VER),2013,1974.0,Teacher,Not Stated,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,56-60,False,False,False,False,39.0
459,Age Retirement,2013,1972.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,41.0
460,Resignation-Move overseas/interstate,2012,2011.0,Public Servant,Central Office,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,1.0
461,Termination,2013,2009.0,School Administrative Staff,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,4.0
462,Resignation-Other reasons,2013,2010.0,Teacher Aide,Not Stated,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,3.0
463,Voluntary Early Retirement (VER),2013,1981.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,32.0
464,Ill Health Retirement,2013,1991.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,41-45,False,False,True,False,22.0
465,Resignation-Other employer,2013,2002.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,11.0
466,Age Retirement,2013,1991.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,False,False,False,False,22.0
467,Resignation-Other reasons,2013,2000.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,41-45,False,False,False,False,13.0
469,Ill Health Retirement,2013,1999.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,14.0
470,Other,2013,2010.0,Teacher,Darling Downs South West,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,False,False,False,False,3.0
471,Resignation-Other reasons,2013,1990.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,Female,46-50,False,False,True,False,23.0
473,Age Retirement,2013,1970.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,43.0
474,Resignation-Other reasons,2013,1997.0,Teacher,North Queensland,Permanent Part-time,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,16.0
475,Age Retirement,2013,2002.0,Teacher Aide,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Female,61 or older,False,False,False,False,11.0
